Div,Date,Time,Day_Time,HomeTeam,AwayTeam,FTR,HTR
BL,18/08/2023,19:30,Noche,Werder Bremen,Bayern Munich,A,A
BL,19/08/2023,14:30,Tarde,Augsburg,M'gladbach,D,D
BL,19/08/2023,14:30,Tarde,Hoffenheim,Freiburg,A,A
BL,19/08/2023,14:30,Tarde,Leverkusen,RB Leipzig,H,H
BL,19/08/2023,14:30,Tarde,Stuttgart,Bochum,H,H
BL,19/08/2023,14:30,Tarde,Wolfsburg,Heidenheim,H,H
BL,19/08/2023,17:30,Tarde,Dortmund,FC Koln,H,D
BL,20/08/2023,14:30,Tarde,Union Berlin,Mainz,H,H
BL,20/08/2023,16:30,Tarde,Ein Frankfurt,Darmstadt,H,H
BL,25/08/2023,19:30,Noche,RB Leipzig,Stuttgart,H,A
BL,26/08/2023,14:30,Tarde,Bochum,Dortmund,D,H
BL,26/08/2023,14:30,Tarde,Darmstadt,Union Berlin,A,A
BL,26/08/2023,14:30,Tarde,FC Koln,Wolfsburg,A,D
BL,26/08/2023,14:30,Tarde,Freiburg,Werder Bremen,H,D
BL,26/08/2023,14:30,Tarde,Heidenheim,Hoffenheim,A,H
BL,26/08/2023,17:30,Tarde,M'gladbach,Leverkusen,A,A
BL,27/08/2023,14:30,Tarde,Mainz,Ein Frankfurt,D,H
BL,27/08/2023,16:30,Tarde,Bayern Munich,Augsburg,H,H
BL,01/09/2023,19:30,Noche,Dortmund,Heidenheim,D,H
BL,02/09/2023,14:30,Tarde,Augsburg,Bochum,D,D
BL,02/09/2023,14:30,Tarde,Hoffenheim,Wolfsburg,H,D
BL,02/09/2023,14:30,Tarde,Leverkusen,Darmstadt,H,D
BL,02/09/2023,14:30,Tarde,Stuttgart,Freiburg,H,H
BL,02/09/2023,14:30,Tarde,Werder Bremen,Mainz,H,H
BL,02/09/2023,17:30,Tarde,M'gladbach,Bayern Munich,A,H
BL,03/09/2023,14:30,Tarde,Ein Frankfurt,FC Koln,D,A
BL,03/09/2023,16:30,Tarde,Union Berlin,RB Leipzig,A,D
BL,15/09/2023,19:30,Noche,Bayern Munich,Leverkusen,D,D
BL,16/09/2023,14:30,Tarde,FC Koln,Hoffenheim,A,A
BL,16/09/2023,14:30,Tarde,Freiburg,Dortmund,A,H
BL,16/09/2023,14:30,Tarde,Mainz,Stuttgart,A,D
BL,16/09/2023,14:30,Tarde,RB Leipzig,Augsburg,H,H
BL,16/09/2023,14:30,Tarde,Wolfsburg,Union Berlin,H,H
BL,16/09/2023,17:30,Tarde,Bochum,Ein Frankfurt,D,D
BL,17/09/2023,14:30,Tarde,Heidenheim,Werder Bremen,H,H
BL,17/09/2023,16:30,Tarde,Darmstadt,M'gladbach,D,H
BL,22/09/2023,19:30,Noche,Stuttgart,Darmstadt,H,H
BL,23/09/2023,14:30,Tarde,Augsburg,Mainz,H,H
BL,23/09/2023,14:30,Tarde,Bayern Munich,Bochum,H,H
BL,23/09/2023,14:30,Tarde,Dortmund,Wolfsburg,H,D
BL,23/09/2023,14:30,Tarde,M'gladbach,RB Leipzig,A,D
BL,23/09/2023,14:30,Tarde,Union Berlin,Hoffenheim,A,A
BL,23/09/2023,17:30,Tarde,Werder Bremen,FC Koln,H,D
BL,24/09/2023,14:30,Tarde,Leverkusen,Heidenheim,H,H
BL,24/09/2023,16:30,Tarde,Ein Frankfurt,Freiburg,D,D
BL,29/09/2023,19:30,Noche,Hoffenheim,Dortmund,A,A
BL,30/09/2023,14:30,Tarde,Bochum,M'gladbach,A,A
BL,30/09/2023,14:30,Tarde,FC Koln,Stuttgart,A,D
BL,30/09/2023,14:30,Tarde,Heidenheim,Union Berlin,H,D
BL,30/09/2023,14:30,Tarde,Mainz,Leverkusen,A,A
BL,30/09/2023,14:30,Tarde,Wolfsburg,Ein Frankfurt,H,H
BL,30/09/2023,17:30,Tarde,RB Leipzig,Bayern Munich,D,H
BL,01/10/2023,14:30,Tarde,Darmstadt,Werder Bremen,H,H
BL,01/10/2023,16:30,Tarde,Freiburg,Augsburg,H,H
BL,06/10/2023,19:30,Noche,M'gladbach,Mainz,D,D
BL,07/10/2023,14:30,Tarde,Augsburg,Darmstadt,A,D
BL,07/10/2023,14:30,Tarde,Dortmund,Union Berlin,H,A
BL,07/10/2023,14:30,Tarde,RB Leipzig,Bochum,D,D
BL,07/10/2023,14:30,Tarde,Stuttgart,Wolfsburg,H,A
BL,07/10/2023,17:30,Tarde,Werder Bremen,Hoffenheim,A,A
BL,08/10/2023,14:30,Tarde,Leverkusen,FC Koln,H,H
BL,08/10/2023,16:30,Tarde,Bayern Munich,Freiburg,H,H
BL,08/10/2023,18:30,Tarde,Ein Frankfurt,Heidenheim,H,H
BL,20/10/2023,19:30,Noche,Dortmund,Werder Bremen,H,D
BL,21/10/2023,14:30,Tarde,Darmstadt,RB Leipzig,A,A
BL,21/10/2023,14:30,Tarde,Freiburg,Bochum,H,H
BL,21/10/2023,14:30,Tarde,Hoffenheim,Ein Frankfurt,A,A
BL,21/10/2023,14:30,Tarde,Union Berlin,Stuttgart,A,A
BL,21/10/2023,14:30,Tarde,Wolfsburg,Leverkusen,A,D
BL,21/10/2023,17:30,Tarde,Mainz,Bayern Munich,A,A
BL,22/10/2023,14:30,Tarde,FC Koln,M'gladbach,H,H
BL,22/10/2023,16:30,Tarde,Heidenheim,Augsburg,A,A
BL,27/10/2023,19:30,Noche,Bochum,Mainz,D,H
BL,28/10/2023,14:30,Tarde,Augsburg,Wolfsburg,H,A
BL,28/10/2023,14:30,Tarde,Bayern Munich,Darmstadt,H,D
BL,28/10/2023,14:30,Tarde,M'gladbach,Heidenheim,H,D
BL,28/10/2023,14:30,Tarde,Stuttgart,Hoffenheim,A,A
BL,28/10/2023,14:30,Tarde,Werder Bremen,Union Berlin,H,H
BL,28/10/2023,17:30,Tarde,RB Leipzig,FC Koln,H,H
BL,29/10/2023,14:30,Tarde,Ein Frankfurt,Dortmund,D,H
BL,29/10/2023,16:30,Tarde,Leverkusen,Freiburg,H,H
BL,03/11/2023,19:30,Noche,Darmstadt,Bochum,A,D
BL,04/11/2023,14:30,Tarde,FC Koln,Augsburg,D,D
BL,04/11/2023,14:30,Tarde,Freiburg,M'gladbach,D,A
BL,04/11/2023,14:30,Tarde,Hoffenheim,Leverkusen,A,A
BL,04/11/2023,14:30,Tarde,Mainz,RB Leipzig,H,D
BL,04/11/2023,14:30,Tarde,Union Berlin,Ein Frankfurt,A,A
BL,04/11/2023,17:30,Tarde,Dortmund,Bayern Munich,A,A
BL,05/11/2023,14:30,Tarde,Wolfsburg,Werder Bremen,D,D
BL,05/11/2023,16:30,Tarde,Heidenheim,Stuttgart,H,D
BL,10/11/2023,19:30,Noche,M'gladbach,Wolfsburg,H,H
BL,11/11/2023,14:30,Tarde,Augsburg,Hoffenheim,D,A
BL,11/11/2023,14:30,Tarde,Bayern Munich,Heidenheim,H,H
BL,11/11/2023,14:30,Tarde,Darmstadt,Mainz,D,D
BL,11/11/2023,14:30,Tarde,Stuttgart,Dortmund,H,D
BL,11/11/2023,17:30,Tarde,Bochum,FC Koln,D,H
BL,12/11/2023,14:30,Tarde,Leverkusen,Union Berlin,H,H
BL,12/11/2023,16:30,Tarde,Werder Bremen,Ein Frankfurt,D,H
BL,12/11/2023,18:30,Tarde,RB Leipzig,Freiburg,H,D
BL,24/11/2023,19:30,Noche,FC Koln,Bayern Munich,A,A
BL,25/11/2023,14:30,Tarde,Dortmund,M'gladbach,H,H
BL,25/11/2023,14:30,Tarde,Freiburg,Darmstadt,D,D
BL,25/11/2023,14:30,Tarde,Union Berlin,Augsburg,D,A
BL,25/11/2023,14:30,Tarde,Werder Bremen,Leverkusen,A,A
BL,25/11/2023,14:30,Tarde,Wolfsburg,RB Leipzig,H,H
BL,25/11/2023,17:30,Tarde,Ein Frankfurt,Stuttgart,A,A
BL,26/11/2023,14:30,Tarde,Heidenheim,Bochum,D,D
BL,26/11/2023,16:30,Tarde,Hoffenheim,Mainz,D,A
BL,01/12/2023,19:30,Noche,Darmstadt,FC Koln,A,D
BL,02/12/2023,14:30,Tarde,Bochum,Wolfsburg,H,H
BL,02/12/2023,14:30,Tarde,M'gladbach,Hoffenheim,H,D
BL,02/12/2023,14:30,Tarde,RB Leipzig,Heidenheim,H,H
BL,02/12/2023,17:30,Tarde,Stuttgart,Werder Bremen,H,H
BL,03/12/2023,14:30,Tarde,Mainz,Freiburg,A,D
BL,03/12/2023,16:30,Tarde,Leverkusen,Dortmund,D,A
BL,03/12/2023,18:30,Tarde,Augsburg,Ein Frankfurt,H,H
BL,08/12/2023,19:30,Noche,Hoffenheim,Bochum,H,H
BL,09/12/2023,14:30,Tarde,Ein Frankfurt,Bayern Munich,H,H
BL,09/12/2023,14:30,Tarde,Heidenheim,Darmstadt,H,H
BL,09/12/2023,14:30,Tarde,Union Berlin,M'gladbach,H,H
BL,09/12/2023,14:30,Tarde,Werder Bremen,Augsburg,H,H
BL,09/12/2023,14:30,Tarde,Wolfsburg,Freiburg,A,D
BL,09/12/2023,17:30,Tarde,Dortmund,RB Leipzig,A,D
BL,10/12/2023,14:30,Tarde,Stuttgart,Leverkusen,D,H
BL,10/12/2023,16:30,Tarde,FC Koln,Mainz,D,D
BL,15/12/2023,19:30,Noche,M'gladbach,Werder Bremen,D,D
BL,16/12/2023,14:30,Tarde,Augsburg,Dortmund,D,D
BL,16/12/2023,14:30,Tarde,Bochum,Union Berlin,H,H
BL,16/12/2023,14:30,Tarde,Darmstadt,Wolfsburg,A,D
BL,16/12/2023,14:30,Tarde,Mainz,Heidenheim,A,A
BL,16/12/2023,17:30,Tarde,RB Leipzig,Hoffenheim,H,D
BL,17/12/2023,14:30,Tarde,Freiburg,FC Koln,H,D
BL,17/12/2023,16:30,Tarde,Leverkusen,Ein Frankfurt,H,H
BL,17/12/2023,18:30,Tarde,Bayern Munich,Stuttgart,H,H
BL,19/12/2023,17:30,Tarde,Werder Bremen,RB Leipzig,D,D
BL,19/12/2023,19:30,Noche,Dortmund,Mainz,D,D
BL,19/12/2023,19:30,Noche,Hoffenheim,Darmstadt,D,H
BL,20/12/2023,17:30,Tarde,Union Berlin,FC Koln,H,D
BL,20/12/2023,19:30,Noche,Ein Frankfurt,M'gladbach,H,A
BL,20/12/2023,19:30,Noche,Heidenheim,Freiburg,H,A
BL,20/12/2023,19:30,Noche,Leverkusen,Bochum,H,H
BL,20/12/2023,19:30,Noche,Stuttgart,Augsburg,H,H
BL,20/12/2023,19:30,Noche,Wolfsburg,Bayern Munich,A,A
BL,12/01/2024,19:30,Noche,Bayern Munich,Hoffenheim,H,H
BL,13/01/2024,14:30,Tarde,Augsburg,Leverkusen,A,D
BL,13/01/2024,14:30,Tarde,FC Koln,Heidenheim,D,H
BL,13/01/2024,14:30,Tarde,Freiburg,Union Berlin,D,D
BL,13/01/2024,14:30,Tarde,Mainz,Wolfsburg,D,A
BL,13/01/2024,14:30,Tarde,RB Leipzig,Ein Frankfurt,A,A
BL,13/01/2024,17:30,Tarde,Darmstadt,Dortmund,A,A
BL,14/01/2024,14:30,Tarde,Bochum,Werder Bremen,D,D
BL,14/01/2024,16:30,Tarde,M'gladbach,Stuttgart,H,H
BL,20/01/2024,14:30,Tarde,Bochum,Stuttgart,H,D
BL,20/01/2024,14:30,Tarde,Darmstadt,Ein Frankfurt,D,A
BL,20/01/2024,14:30,Tarde,FC Koln,Dortmund,A,A
BL,20/01/2024,14:30,Tarde,Freiburg,Hoffenheim,H,H
BL,20/01/2024,14:30,Tarde,Heidenheim,Wolfsburg,D,D
BL,20/01/2024,17:30,Tarde,RB Leipzig,Leverkusen,A,H
BL,21/01/2024,14:30,Tarde,Bayern Munich,Werder Bremen,A,D
BL,21/01/2024,16:30,Tarde,M'gladbach,Augsburg,A,H
BL,24/01/2024,19:30,Noche,Bayern Munich,Union Berlin,H,D
BL,26/01/2024,19:30,Noche,Ein Frankfurt,Mainz,H,D
BL,27/01/2024,14:30,Tarde,Augsburg,Bayern Munich,A,A
BL,27/01/2024,14:30,Tarde,Hoffenheim,Heidenheim,D,D
BL,27/01/2024,14:30,Tarde,Stuttgart,RB Leipzig,H,H
BL,27/01/2024,14:30,Tarde,Werder Bremen,Freiburg,H,D
BL,27/01/2024,14:30,Tarde,Wolfsburg,FC Koln,D,D
BL,27/01/2024,17:30,Tarde,Leverkusen,M'gladbach,D,D
BL,28/01/2024,14:30,Tarde,Union Berlin,Darmstadt,H,D
BL,28/01/2024,16:30,Tarde,Dortmund,Bochum,H,D
BL,02/02/2024,19:30,Noche,Heidenheim,Dortmund,D,D
BL,03/02/2024,14:30,Tarde,Bayern Munich,M'gladbach,H,D
BL,03/02/2024,14:30,Tarde,Bochum,Augsburg,D,H
BL,03/02/2024,14:30,Tarde,Darmstadt,Leverkusen,A,A
BL,03/02/2024,14:30,Tarde,Freiburg,Stuttgart,A,A
BL,03/02/2024,14:30,Tarde,Mainz,Werder Bremen,A,A
BL,03/02/2024,17:30,Tarde,FC Koln,Ein Frankfurt,H,D
BL,04/02/2024,14:30,Tarde,Wolfsburg,Hoffenheim,D,A
BL,04/02/2024,16:30,Tarde,RB Leipzig,Union Berlin,H,H
BL,07/02/2024,17:30,Tarde,Mainz,Union Berlin,D,D
BL,09/02/2024,19:30,Noche,Dortmund,Freiburg,H,H
BL,10/02/2024,14:30,Tarde,Augsburg,RB Leipzig,D,D
BL,10/02/2024,14:30,Tarde,Ein Frankfurt,Bochum,D,D
BL,10/02/2024,14:30,Tarde,M'gladbach,Darmstadt,D,D
BL,10/02/2024,14:30,Tarde,Union Berlin,Wolfsburg,H,H
BL,10/02/2024,14:30,Tarde,Werder Bremen,Heidenheim,A,A
BL,10/02/2024,17:30,Tarde,Leverkusen,Bayern Munich,H,H
BL,11/02/2024,14:30,Tarde,Stuttgart,Mainz,H,H
BL,11/02/2024,16:30,Tarde,Hoffenheim,FC Koln,D,D
BL,16/02/2024,19:30,Noche,FC Koln,Werder Bremen,A,D
BL,17/02/2024,14:30,Tarde,Darmstadt,Stuttgart,A,A
BL,17/02/2024,14:30,Tarde,Heidenheim,Leverkusen,A,A
BL,17/02/2024,14:30,Tarde,Hoffenheim,Union Berlin,A,D
BL,17/02/2024,14:30,Tarde,Mainz,Augsburg,H,H
BL,17/02/2024,14:30,Tarde,Wolfsburg,Dortmund,D,A
BL,17/02/2024,17:30,Tarde,RB Leipzig,M'gladbach,H,H
BL,18/02/2024,14:30,Tarde,Freiburg,Ein Frankfurt,D,D
BL,18/02/2024,16:30,Tarde,Bochum,Bayern Munich,H,H
BL,23/02/2024,19:30,Noche,Leverkusen,Mainz,H,D
BL,24/02/2024,14:30,Tarde,M'gladbach,Bochum,H,H
BL,24/02/2024,14:30,Tarde,Stuttgart,FC Koln,D,D
BL,24/02/2024,14:30,Tarde,Union Berlin,Heidenheim,D,H
BL,24/02/2024,14:30,Tarde,Werder Bremen,Darmstadt,D,D
BL,24/02/2024,17:30,Tarde,Bayern Munich,RB Leipzig,H,D
BL,25/02/2024,14:30,Tarde,Ein Frankfurt,Wolfsburg,D,A
BL,25/02/2024,16:30,Tarde,Dortmund,Hoffenheim,A,H
BL,25/02/2024,18:30,Tarde,Augsburg,Freiburg,H,A
BL,01/03/2024,19:30,Noche,Freiburg,Bayern Munich,D,D
BL,02/03/2024,14:30,Tarde,Bochum,RB Leipzig,A,D
BL,02/03/2024,14:30,Tarde,Darmstadt,Augsburg,A,A
BL,02/03/2024,14:30,Tarde,Heidenheim,Ein Frankfurt,A,A
BL,02/03/2024,14:30,Tarde,Mainz,M'gladbach,D,H
BL,02/03/2024,14:30,Tarde,Union Berlin,Dortmund,A,A
BL,02/03/2024,17:30,Tarde,Wolfsburg,Stuttgart,A,A
BL,03/03/2024,14:30,Tarde,FC Koln,Leverkusen,A,A
BL,03/03/2024,16:30,Tarde,Hoffenheim,Werder Bremen,H,H
BL,08/03/2024,19:30,Noche,Stuttgart,Union Berlin,H,H
BL,09/03/2024,14:30,Tarde,Augsburg,Heidenheim,H,H
BL,09/03/2024,14:30,Tarde,Bayern Munich,Mainz,H,H
BL,09/03/2024,14:30,Tarde,M'gladbach,FC Koln,D,D
BL,09/03/2024,14:30,Tarde,RB Leipzig,Darmstadt,H,H
BL,09/03/2024,17:30,Tarde,Werder Bremen,Dortmund,A,A
BL,10/03/2024,14:30,Tarde,Bochum,Freiburg,A,A
BL,10/03/2024,16:30,Tarde,Ein Frankfurt,Hoffenheim,H,D
BL,10/03/2024,18:30,Tarde,Leverkusen,Wolfsburg,H,H
BL,15/03/2024,19:30,Noche,FC Koln,RB Leipzig,A,D
BL,16/03/2024,14:30,Tarde,Darmstadt,Bayern Munich,A,A
BL,16/03/2024,14:30,Tarde,Heidenheim,M'gladbach,D,A
BL,16/03/2024,14:30,Tarde,Mainz,Bochum,H,H
BL,16/03/2024,14:30,Tarde,Union Berlin,Werder Bremen,H,D
BL,16/03/2024,14:30,Tarde,Wolfsburg,Augsburg,A,D
BL,16/03/2024,17:30,Tarde,Hoffenheim,Stuttgart,A,A
BL,17/03/2024,14:30,Tarde,Freiburg,Leverkusen,A,A
BL,17/03/2024,16:30,Tarde,Dortmund,Ein Frankfurt,H,D
BL,30/03/2024,14:30,Tarde,Ein Frankfurt,Union Berlin,D,D
BL,30/03/2024,14:30,Tarde,Leverkusen,Hoffenheim,H,A
BL,30/03/2024,14:30,Tarde,M'gladbach,Freiburg,A,A
BL,30/03/2024,14:30,Tarde,RB Leipzig,Mainz,D,D
BL,30/03/2024,14:30,Tarde,Werder Bremen,Wolfsburg,A,A
BL,30/03/2024,17:30,Tarde,Bayern Munich,Dortmund,A,A
BL,31/03/2024,14:30,Tarde,Augsburg,FC Koln,D,D
BL,31/03/2024,16:30,Tarde,Stuttgart,Heidenheim,D,H
BL,31/03/2024,18:30,Tarde,Bochum,Darmstadt,D,H
BL,05/04/2024,19:30,Noche,Ein Frankfurt,Werder Bremen,D,D
BL,06/04/2024,14:30,Tarde,FC Koln,Bochum,H,D
BL,06/04/2024,14:30,Tarde,Freiburg,RB Leipzig,A,A
BL,06/04/2024,14:30,Tarde,Heidenheim,Bayern Munich,H,A
BL,06/04/2024,14:30,Tarde,Mainz,Darmstadt,H,H
BL,06/04/2024,14:30,Tarde,Union Berlin,Leverkusen,A,A
BL,06/04/2024,17:30,Tarde,Dortmund,Stuttgart,A,D
BL,07/04/2024,14:30,Tarde,Hoffenheim,Augsburg,H,H
BL,07/04/2024,16:30,Tarde,Wolfsburg,M'gladbach,A,H
BL,12/04/2024,19:30,Noche,Augsburg,Union Berlin,H,D
BL,13/04/2024,14:30,Tarde,Bayern Munich,FC Koln,H,D
BL,13/04/2024,14:30,Tarde,Bochum,Heidenheim,D,D
BL,13/04/2024,14:30,Tarde,Mainz,Hoffenheim,H,A
BL,13/04/2024,14:30,Tarde,M'gladbach,Dortmund,A,A
BL,13/04/2024,14:30,Tarde,RB Leipzig,Wolfsburg,H,H
BL,13/04/2024,17:30,Tarde,Stuttgart,Ein Frankfurt,H,H
BL,14/04/2024,14:30,Tarde,Darmstadt,Freiburg,A,A
BL,14/04/2024,16:30,Tarde,Leverkusen,Werder Bremen,H,H
BL,19/04/2024,19:30,Noche,Ein Frankfurt,Augsburg,H,A
BL,20/04/2024,14:30,Tarde,FC Koln,Darmstadt,A,D
BL,20/04/2024,14:30,Tarde,Heidenheim,RB Leipzig,A,A
BL,20/04/2024,14:30,Tarde,Hoffenheim,M'gladbach,H,D
BL,20/04/2024,14:30,Tarde,Wolfsburg,Bochum,H,H
BL,20/04/2024,17:30,Tarde,Union Berlin,Bayern Munich,A,A
BL,21/04/2024,14:30,Tarde,Werder Bremen,Stuttgart,H,H
BL,21/04/2024,16:30,Tarde,Dortmund,Leverkusen,D,D
BL,21/04/2024,18:30,Tarde,Freiburg,Mainz,D,D
BL,26/04/2024,19:30,Noche,Bochum,Hoffenheim,H,H
BL,27/04/2024,14:30,Tarde,Augsburg,Werder Bremen,A,D
BL,27/04/2024,14:30,Tarde,Bayern Munich,Ein Frankfurt,H,D
BL,27/04/2024,14:30,Tarde,Freiburg,Wolfsburg,A,H
BL,27/04/2024,14:30,Tarde,RB Leipzig,Dortmund,H,H
BL,27/04/2024,17:30,Tarde,Leverkusen,Stuttgart,D,D
BL,28/04/2024,14:30,Tarde,M'gladbach,Union Berlin,D,D
BL,28/04/2024,16:30,Tarde,Mainz,FC Koln,D,H
BL,28/04/2024,18:30,Tarde,Darmstadt,Heidenheim,A,D
BL,03/05/2024,19:30,Noche,Hoffenheim,RB Leipzig,D,A
BL,04/05/2024,14:30,Tarde,Dortmund,Augsburg,H,H
BL,04/05/2024,14:30,Tarde,Stuttgart,Bayern Munich,H,D
BL,04/05/2024,14:30,Tarde,Werder Bremen,M'gladbach,D,D
BL,04/05/2024,14:30,Tarde,Wolfsburg,Darmstadt,H,H
BL,04/05/2024,17:30,Tarde,FC Koln,Freiburg,D,D
BL,05/05/2024,14:30,Tarde,Union Berlin,Bochum,A,A
BL,05/05/2024,16:30,Tarde,Ein Frankfurt,Leverkusen,A,A
BL,05/05/2024,18:30,Tarde,Heidenheim,Mainz,D,A
BL,10/05/2024,19:30,Noche,Augsburg,Stuttgart,A,D
BL,11/05/2024,14:30,Tarde,FC Koln,Union Berlin,H,A
BL,11/05/2024,14:30,Tarde,Freiburg,Heidenheim,D,D
BL,11/05/2024,14:30,Tarde,M'gladbach,Ein Frankfurt,D,D
BL,11/05/2024,14:30,Tarde,RB Leipzig,Werder Bremen,D,A
BL,11/05/2024,17:30,Tarde,Mainz,Dortmund,H,H
BL,12/05/2024,14:30,Tarde,Darmstadt,Hoffenheim,A,A
BL,12/05/2024,16:30,Tarde,Bayern Munich,Wolfsburg,H,H
BL,12/05/2024,18:30,Tarde,Bochum,Leverkusen,A,A
BL,18/05/2024,14:30,Tarde,Dortmund,Darmstadt,H,H
BL,18/05/2024,14:30,Tarde,Ein Frankfurt,RB Leipzig,D,A
BL,18/05/2024,14:30,Tarde,Heidenheim,FC Koln,H,H
BL,18/05/2024,14:30,Tarde,Hoffenheim,Bayern Munich,H,A
BL,18/05/2024,14:30,Tarde,Leverkusen,Augsburg,H,H
BL,18/05/2024,14:30,Tarde,Stuttgart,M'gladbach,H,H
BL,18/05/2024,14:30,Tarde,Union Berlin,Freiburg,H,D
BL,18/05/2024,14:30,Tarde,Werder Bremen,Bochum,H,H
BL,18/05/2024,14:30,Tarde,Wolfsburg,Mainz,A,D
BL,05/08/2022,19:30,Noche,Ein Frankfurt,Bayern Munich,A,A
BL,06/08/2022,14:30,Tarde,Augsburg,Freiburg,A,D
BL,06/08/2022,14:30,Tarde,Bochum,Mainz,A,D
BL,06/08/2022,14:30,Tarde,M'gladbach,Hoffenheim,H,D
BL,06/08/2022,14:30,Tarde,Union Berlin,Hertha,H,H
BL,06/08/2022,14:30,Tarde,Wolfsburg,Werder Bremen,D,A
BL,06/08/2022,17:30,Tarde,Dortmund,Leverkusen,H,H
BL,07/08/2022,14:30,Tarde,Stuttgart,RB Leipzig,D,D
BL,07/08/2022,16:30,Tarde,FC Koln,Schalke 04,H,D
BL,12/08/2022,19:30,Noche,Freiburg,Dortmund,A,H
BL,13/08/2022,14:30,Tarde,Hertha,Ein Frankfurt,D,H
BL,13/08/2022,14:30,Tarde,Hoffenheim,Bochum,H,D
BL,13/08/2022,14:30,Tarde,Leverkusen,Augsburg,A,D
BL,13/08/2022,14:30,Tarde,RB Leipzig,FC Koln,D,D
BL,13/08/2022,14:30,Tarde,Werder Bremen,Stuttgart,D,D
BL,13/08/2022,17:30,Tarde,Schalke 04,M'gladbach,D,H
BL,14/08/2022,14:30,Tarde,Mainz,Union Berlin,D,D
BL,14/08/2022,16:30,Tarde,Bayern Munich,Wolfsburg,H,H
BL,19/08/2022,19:30,Noche,M'gladbach,Hertha,H,H
BL,20/08/2022,14:30,Tarde,Augsburg,Mainz,A,D
BL,20/08/2022,14:30,Tarde,Dortmund,Werder Bremen,A,H
BL,20/08/2022,14:30,Tarde,Leverkusen,Hoffenheim,A,A
BL,20/08/2022,14:30,Tarde,Stuttgart,Freiburg,A,A
BL,20/08/2022,14:30,Tarde,Wolfsburg,Schalke 04,D,D
BL,20/08/2022,17:30,Tarde,Union Berlin,RB Leipzig,H,H
BL,21/08/2022,14:30,Tarde,Ein Frankfurt,FC Koln,D,D
BL,21/08/2022,16:30,Tarde,Bochum,Bayern Munich,A,A
BL,26/08/2022,19:30,Noche,Freiburg,Bochum,H,D
BL,27/08/2022,14:30,Tarde,Hertha,Dortmund,A,A
BL,27/08/2022,14:30,Tarde,Hoffenheim,Augsburg,H,H
BL,27/08/2022,14:30,Tarde,Mainz,Leverkusen,A,A
BL,27/08/2022,14:30,Tarde,RB Leipzig,Wolfsburg,H,H
BL,27/08/2022,14:30,Tarde,Schalke 04,Union Berlin,A,A
BL,27/08/2022,17:30,Tarde,Bayern Munich,M'gladbach,D,A
BL,28/08/2022,14:30,Tarde,FC Koln,Stuttgart,D,D
BL,28/08/2022,16:30,Tarde,Werder Bremen,Ein Frankfurt,A,A
BL,02/09/2022,19:30,Noche,Dortmund,Hoffenheim,H,H
BL,03/09/2022,14:30,Tarde,Bochum,Werder Bremen,A,D
BL,03/09/2022,14:30,Tarde,Leverkusen,Freiburg,A,H
BL,03/09/2022,14:30,Tarde,Stuttgart,Schalke 04,D,D
BL,03/09/2022,14:30,Tarde,Union Berlin,Bayern Munich,D,D
BL,03/09/2022,14:30,Tarde,Wolfsburg,FC Koln,A,A
BL,03/09/2022,17:30,Tarde,Ein Frankfurt,RB Leipzig,H,H
BL,04/09/2022,14:30,Tarde,Augsburg,Hertha,A,D
BL,04/09/2022,16:30,Tarde,M'gladbach,Mainz,A,D
BL,09/09/2022,19:30,Noche,Werder Bremen,Augsburg,A,D
BL,10/09/2022,14:30,Tarde,Bayern Munich,Stuttgart,D,H
BL,10/09/2022,14:30,Tarde,Ein Frankfurt,Wolfsburg,A,D
BL,10/09/2022,14:30,Tarde,Hertha,Leverkusen,D,D
BL,10/09/2022,14:30,Tarde,Hoffenheim,Mainz,H,D
BL,10/09/2022,14:30,Tarde,RB Leipzig,Dortmund,H,H
BL,10/09/2022,17:30,Tarde,Schalke 04,Bochum,H,H
BL,11/09/2022,14:30,Tarde,FC Koln,Union Berlin,A,A
BL,11/09/2022,16:30,Tarde,Freiburg,M'gladbach,D,D
BL,16/09/2022,19:30,Noche,Mainz,Hertha,D,A
BL,17/09/2022,14:30,Tarde,Augsburg,Bayern Munich,H,D
BL,17/09/2022,14:30,Tarde,Dortmund,Schalke 04,H,D
BL,17/09/2022,14:30,Tarde,Leverkusen,Werder Bremen,D,D
BL,17/09/2022,14:30,Tarde,Stuttgart,Ein Frankfurt,A,A
BL,17/09/2022,17:30,Tarde,M'gladbach,RB Leipzig,H,H
BL,18/09/2022,14:30,Tarde,Union Berlin,Wolfsburg,H,D
BL,18/09/2022,16:30,Tarde,Bochum,FC Koln,D,H
BL,18/09/2022,18:30,Tarde,Hoffenheim,Freiburg,D,D
BL,30/09/2022,19:30,Noche,Bayern Munich,Leverkusen,H,H
BL,01/10/2022,14:30,Tarde,Ein Frankfurt,Union Berlin,H,H
BL,01/10/2022,14:30,Tarde,FC Koln,Dortmund,H,A
BL,01/10/2022,14:30,Tarde,Freiburg,Mainz,H,H
BL,01/10/2022,14:30,Tarde,RB Leipzig,Bochum,H,H
BL,01/10/2022,14:30,Tarde,Wolfsburg,Stuttgart,H,D
BL,01/10/2022,17:30,Tarde,Werder Bremen,M'gladbach,H,H
BL,02/10/2022,14:30,Tarde,Hertha,Hoffenheim,D,D
BL,02/10/2022,16:30,Tarde,Schalke 04,Augsburg,A,A
BL,07/10/2022,19:30,Noche,Hoffenheim,Werder Bremen,A,D
