Div,Date,Time,Day_Time,HomeTeam,AwayTeam,FTR,HTR
BL,08/05/2022,14:30,Tarde,Ein Frankfurt,M'gladbach,D,A
BL,08/05/2022,16:30,Tarde,Bayern Munich,Stuttgart,D,H
BL,08/05/2022,18:30,Tarde,RB Leipzig,Augsburg,H,H
BL,14/05/2022,14:30,Tarde,Augsburg,Greuther Furth,H,D
BL,14/05/2022,14:30,Tarde,Bielefeld,RB Leipzig,D,D
BL,14/05/2022,14:30,Tarde,Dortmund,Hertha,H,A
BL,14/05/2022,14:30,Tarde,Leverkusen,Freiburg,H,D
BL,14/05/2022,14:30,Tarde,Mainz,Ein Frankfurt,D,A
BL,14/05/2022,14:30,Tarde,M'gladbach,Hoffenheim,H,H
BL,14/05/2022,14:30,Tarde,Stuttgart,FC Koln,H,H
BL,14/05/2022,14:30,Tarde,Union Berlin,Bochum,H,H
BL,14/05/2022,14:30,Tarde,Wolfsburg,Bayern Munich,D,A
BL,18/09/2020,19:30,Noche,Bayern Munich,Schalke 04,H,H
BL,19/09/2020,14:30,Tarde,Ein Frankfurt,Bielefeld,D,D
BL,19/09/2020,14:30,Tarde,FC Koln,Hoffenheim,A,A
BL,19/09/2020,14:30,Tarde,Stuttgart,Freiburg,A,A
BL,19/09/2020,14:30,Tarde,Union Berlin,Augsburg,A,A
BL,19/09/2020,14:30,Tarde,Werder Bremen,Hertha,A,A
BL,19/09/2020,17:30,Tarde,Dortmund,M'gladbach,H,H
BL,20/09/2020,14:30,Tarde,RB Leipzig,Mainz,H,H
BL,20/09/2020,17:00,Tarde,Wolfsburg,Leverkusen,D,D
BL,25/09/2020,19:30,Noche,Hertha,Ein Frankfurt,A,A
BL,26/09/2020,14:30,Tarde,Augsburg,Dortmund,H,H
BL,26/09/2020,14:30,Tarde,Bielefeld,FC Koln,H,D
BL,26/09/2020,14:30,Tarde,Leverkusen,RB Leipzig,D,D
BL,26/09/2020,14:30,Tarde,Mainz,Stuttgart,A,D
BL,26/09/2020,14:30,Tarde,M'gladbach,Union Berlin,D,D
BL,26/09/2020,17:30,Tarde,Schalke 04,Werder Bremen,A,A
BL,27/09/2020,14:30,Tarde,Hoffenheim,Bayern Munich,H,H
BL,27/09/2020,17:00,Tarde,Freiburg,Wolfsburg,D,D
BL,02/10/2020,19:30,Noche,Union Berlin,Mainz,H,H
BL,03/10/2020,14:30,Tarde,Dortmund,Freiburg,H,H
BL,03/10/2020,14:30,Tarde,Ein Frankfurt,Hoffenheim,H,A
BL,03/10/2020,14:30,Tarde,FC Koln,M'gladbach,A,A
BL,03/10/2020,14:30,Tarde,Stuttgart,Leverkusen,D,A
BL,03/10/2020,14:30,Tarde,Werder Bremen,Bielefeld,H,H
BL,03/10/2020,17:30,Tarde,RB Leipzig,Schalke 04,H,H
BL,04/10/2020,14:30,Tarde,Wolfsburg,Augsburg,D,D
BL,04/10/2020,17:00,Tarde,Bayern Munich,Hertha,H,H
BL,17/10/2020,14:30,Tarde,Augsburg,RB Leipzig,A,A
BL,17/10/2020,14:30,Tarde,Freiburg,Werder Bremen,D,D
BL,17/10/2020,14:30,Tarde,Hertha,Stuttgart,A,A
BL,17/10/2020,14:30,Tarde,Hoffenheim,Dortmund,A,D
BL,17/10/2020,14:30,Tarde,Mainz,Leverkusen,A,A
BL,17/10/2020,17:30,Tarde,Bielefeld,Bayern Munich,A,A
BL,17/10/2020,19:30,Noche,M'gladbach,Wolfsburg,D,D
BL,18/10/2020,14:30,Tarde,FC Koln,Ein Frankfurt,D,A
BL,18/10/2020,17:00,Tarde,Schalke 04,Union Berlin,D,D
BL,23/10/2020,19:30,Noche,Stuttgart,FC Koln,D,D
BL,24/10/2020,14:30,Tarde,Bayern Munich,Ein Frankfurt,H,H
BL,24/10/2020,14:30,Tarde,Mainz,M'gladbach,A,H
BL,24/10/2020,14:30,Tarde,RB Leipzig,Hertha,H,D
BL,24/10/2020,14:30,Tarde,Union Berlin,Freiburg,D,D
BL,24/10/2020,17:30,Tarde,Dortmund,Schalke 04,H,D
BL,25/10/2020,14:30,Tarde,Wolfsburg,Bielefeld,H,H
BL,25/10/2020,17:00,Tarde,Werder Bremen,Hoffenheim,D,D
BL,26/10/2020,19:30,Noche,Leverkusen,Augsburg,H,H
BL,30/10/2020,19:30,Noche,Schalke 04,Stuttgart,D,H
BL,31/10/2020,14:30,Tarde,Augsburg,Mainz,H,H
BL,31/10/2020,14:30,Tarde,Bielefeld,Dortmund,A,D
BL,31/10/2020,14:30,Tarde,Ein Frankfurt,Werder Bremen,D,D
BL,31/10/2020,14:30,Tarde,FC Koln,Bayern Munich,A,A
BL,31/10/2020,17:30,Tarde,M'gladbach,RB Leipzig,H,D
BL,01/11/2020,14:30,Tarde,Freiburg,Leverkusen,A,A
BL,01/11/2020,17:00,Tarde,Hertha,Wolfsburg,D,D
BL,02/11/2020,19:30,Noche,Hoffenheim,Union Berlin,A,D
BL,06/11/2020,19:30,Noche,Werder Bremen,FC Koln,D,D
BL,07/11/2020,14:30,Tarde,Augsburg,Hertha,A,A
BL,07/11/2020,14:30,Tarde,Mainz,Schalke 04,D,H
BL,07/11/2020,14:30,Tarde,RB Leipzig,Freiburg,H,H
BL,07/11/2020,14:30,Tarde,Stuttgart,Ein Frankfurt,D,H
BL,07/11/2020,14:30,Tarde,Union Berlin,Bielefeld,H,H
BL,07/11/2020,17:30,Tarde,Dortmund,Bayern Munich,A,D
BL,08/11/2020,14:30,Tarde,Wolfsburg,Hoffenheim,H,H
BL,08/11/2020,17:00,Tarde,Leverkusen,M'gladbach,H,D
BL,21/11/2020,14:30,Tarde,Bayern Munich,Werder Bremen,D,A
BL,21/11/2020,14:30,Tarde,Bielefeld,Leverkusen,A,A
BL,21/11/2020,14:30,Tarde,Hoffenheim,Stuttgart,D,A
BL,21/11/2020,14:30,Tarde,M'gladbach,Augsburg,D,H
BL,21/11/2020,14:30,Tarde,Schalke 04,Wolfsburg,A,A
BL,21/11/2020,17:30,Tarde,Ein Frankfurt,RB Leipzig,D,H
BL,21/11/2020,19:30,Noche,Hertha,Dortmund,A,H
BL,22/11/2020,14:30,Tarde,Freiburg,Mainz,A,A
BL,22/11/2020,17:00,Tarde,FC Koln,Union Berlin,A,D
BL,27/11/2020,19:30,Noche,Wolfsburg,Werder Bremen,H,H
BL,28/11/2020,14:30,Tarde,Augsburg,Freiburg,D,D
BL,28/11/2020,14:30,Tarde,Dortmund,FC Koln,A,A
BL,28/11/2020,14:30,Tarde,RB Leipzig,Bielefeld,H,H
BL,28/11/2020,14:30,Tarde,Stuttgart,Bayern Munich,A,A
BL,28/11/2020,14:30,Tarde,Union Berlin,Ein Frankfurt,D,D
BL,28/11/2020,17:30,Tarde,M'gladbach,Schalke 04,H,H
BL,29/11/2020,14:30,Tarde,Leverkusen,Hertha,D,D
BL,29/11/2020,17:00,Tarde,Mainz,Hoffenheim,D,H
BL,04/12/2020,19:30,Noche,Hertha,Union Berlin,H,A
BL,05/12/2020,14:30,Tarde,Bielefeld,Mainz,H,H
BL,05/12/2020,14:30,Tarde,Ein Frankfurt,Dortmund,D,H
BL,05/12/2020,14:30,Tarde,FC Koln,Wolfsburg,D,H
BL,05/12/2020,14:30,Tarde,Freiburg,M'gladbach,D,D
BL,05/12/2020,17:30,Tarde,Bayern Munich,RB Leipzig,D,D
BL,06/12/2020,14:30,Tarde,Werder Bremen,Stuttgart,A,A
BL,06/12/2020,17:00,Tarde,Schalke 04,Leverkusen,A,A
BL,07/12/2020,19:30,Noche,Hoffenheim,Augsburg,H,D
BL,11/12/2020,19:30,Noche,Wolfsburg,Ein Frankfurt,H,D
BL,12/12/2020,14:30,Tarde,Dortmund,Stuttgart,A,D
BL,12/12/2020,14:30,Tarde,Freiburg,Bielefeld,H,D
BL,12/12/2020,14:30,Tarde,Mainz,FC Koln,A,D
BL,12/12/2020,14:30,Tarde,M'gladbach,Hertha,D,D
BL,12/12/2020,14:30,Tarde,RB Leipzig,Werder Bremen,H,H
BL,12/12/2020,17:30,Tarde,Union Berlin,Bayern Munich,D,H
BL,13/12/2020,14:30,Tarde,Augsburg,Schalke 04,D,H
BL,13/12/2020,17:00,Tarde,Leverkusen,Hoffenheim,H,H
BL,15/12/2020,17:30,Tarde,Ein Frankfurt,M'gladbach,D,H
BL,15/12/2020,19:30,Noche,Hertha,Mainz,D,D
BL,15/12/2020,19:30,Noche,Stuttgart,Union Berlin,D,A
BL,15/12/2020,19:30,Noche,Werder Bremen,Dortmund,A,D
BL,16/12/2020,17:30,Tarde,Schalke 04,Freiburg,A,D
BL,16/12/2020,19:30,Noche,Bayern Munich,Wolfsburg,H,D
BL,16/12/2020,19:30,Noche,Bielefeld,Augsburg,A,D
BL,16/12/2020,19:30,Noche,FC Koln,Leverkusen,A,A
BL,16/12/2020,19:30,Noche,Hoffenheim,RB Leipzig,A,D
BL,18/12/2020,19:30,Noche,Union Berlin,Dortmund,H,D
BL,19/12/2020,14:30,Tarde,Augsburg,Ein Frankfurt,A,D
BL,19/12/2020,14:30,Tarde,Mainz,Werder Bremen,A,D
BL,19/12/2020,14:30,Tarde,M'gladbach,Hoffenheim,A,H
BL,19/12/2020,14:30,Tarde,RB Leipzig,FC Koln,D,D
BL,19/12/2020,14:30,Tarde,Schalke 04,Bielefeld,A,D
BL,19/12/2020,17:30,Tarde,Leverkusen,Bayern Munich,A,D
BL,20/12/2020,14:30,Tarde,Freiburg,Hertha,H,H
BL,20/12/2020,17:00,Tarde,Wolfsburg,Stuttgart,H,D
BL,02/01/2021,14:30,Tarde,Bielefeld,M'gladbach,A,D
BL,02/01/2021,14:30,Tarde,Ein Frankfurt,Leverkusen,H,D
BL,02/01/2021,14:30,Tarde,FC Koln,Augsburg,A,D
BL,02/01/2021,14:30,Tarde,Hoffenheim,Freiburg,A,A
BL,02/01/2021,14:30,Tarde,Werder Bremen,Union Berlin,A,A
BL,02/01/2021,17:30,Tarde,Hertha,Schalke 04,H,H
BL,02/01/2021,19:30,Noche,Stuttgart,RB Leipzig,A,D
BL,03/01/2021,14:30,Tarde,Dortmund,Wolfsburg,H,D
BL,03/01/2021,17:00,Tarde,Bayern Munich,Mainz,H,A
BL,08/01/2021,19:30,Noche,M'gladbach,Bayern Munich,H,D
BL,09/01/2021,14:30,Tarde,Freiburg,FC Koln,H,H
BL,09/01/2021,14:30,Tarde,Leverkusen,Werder Bremen,D,D
BL,09/01/2021,14:30,Tarde,Mainz,Ein Frankfurt,A,A
BL,09/01/2021,14:30,Tarde,Schalke 04,Hoffenheim,H,H
BL,09/01/2021,14:30,Tarde,Union Berlin,Wolfsburg,D,D
BL,09/01/2021,17:30,Tarde,RB Leipzig,Dortmund,A,D
BL,10/01/2021,14:30,Tarde,Augsburg,Stuttgart,A,A
BL,10/01/2021,17:00,Tarde,Bielefeld,Hertha,H,D
BL,15/01/2021,19:30,Noche,Union Berlin,Leverkusen,H,D
BL,16/01/2021,14:30,Tarde,Dortmund,Mainz,D,D
BL,16/01/2021,14:30,Tarde,FC Koln,Hertha,D,D
BL,16/01/2021,14:30,Tarde,Hoffenheim,Bielefeld,D,D
BL,16/01/2021,14:30,Tarde,Werder Bremen,Augsburg,H,D
BL,16/01/2021,14:30,Tarde,Wolfsburg,RB Leipzig,D,H
BL,16/01/2021,17:30,Tarde,Stuttgart,M'gladbach,D,A
BL,17/01/2021,14:30,Tarde,Bayern Munich,Freiburg,H,H
BL,17/01/2021,17:00,Tarde,Ein Frankfurt,Schalke 04,H,D
BL,19/01/2021,17:30,Tarde,M'gladbach,Werder Bremen,H,D
BL,19/01/2021,19:30,Noche,Hertha,Hoffenheim,A,A
BL,19/01/2021,19:30,Noche,Leverkusen,Dortmund,H,H
BL,19/01/2021,19:30,Noche,Mainz,Wolfsburg,A,D
BL,20/01/2021,17:30,Tarde,Schalke 04,FC Koln,A,A
BL,20/01/2021,19:30,Noche,Augsburg,Bayern Munich,A,A
BL,20/01/2021,19:30,Noche,Bielefeld,Stuttgart,H,H
BL,20/01/2021,19:30,Noche,Freiburg,Ein Frankfurt,D,D
BL,20/01/2021,19:30,Noche,RB Leipzig,Union Berlin,H,D
BL,22/01/2021,19:30,Noche,M'gladbach,Dortmund,H,D
BL,23/01/2021,14:30,Tarde,Augsburg,Union Berlin,H,D
BL,23/01/2021,14:30,Tarde,Bielefeld,Ein Frankfurt,A,A
BL,23/01/2021,14:30,Tarde,Freiburg,Stuttgart,H,H
BL,23/01/2021,14:30,Tarde,Leverkusen,Wolfsburg,A,A
BL,23/01/2021,14:30,Tarde,Mainz,RB Leipzig,H,D
BL,23/01/2021,17:30,Tarde,Hertha,Werder Bremen,A,A
BL,24/01/2021,14:30,Tarde,Schalke 04,Bayern Munich,A,A
BL,24/01/2021,17:00,Tarde,Hoffenheim,FC Koln,H,H
BL,29/01/2021,19:30,Noche,Stuttgart,Mainz,H,D
BL,30/01/2021,14:30,Tarde,Bayern Munich,Hoffenheim,H,H
BL,30/01/2021,14:30,Tarde,Dortmund,Augsburg,H,D
BL,30/01/2021,14:30,Tarde,Ein Frankfurt,Hertha,H,D
BL,30/01/2021,14:30,Tarde,Union Berlin,M'gladbach,D,H
BL,30/01/2021,14:30,Tarde,Werder Bremen,Schalke 04,D,A
BL,30/01/2021,17:30,Tarde,RB Leipzig,Leverkusen,H,D
BL,31/01/2021,14:30,Tarde,FC Koln,Bielefeld,H,H
BL,31/01/2021,17:00,Tarde,Wolfsburg,Freiburg,H,H
BL,05/02/2021,19:00,Noche,Hertha,Bayern Munich,A,A
BL,06/02/2021,14:30,Tarde,Augsburg,Wolfsburg,A,A
BL,06/02/2021,14:30,Tarde,Freiburg,Dortmund,H,D
BL,06/02/2021,14:30,Tarde,Leverkusen,Stuttgart,H,H
BL,06/02/2021,14:30,Tarde,Mainz,Union Berlin,H,H
BL,06/02/2021,14:30,Tarde,Schalke 04,RB Leipzig,A,A
BL,06/02/2021,17:30,Tarde,M'gladbach,FC Koln,A,D
BL,07/02/2021,14:30,Tarde,Hoffenheim,Ein Frankfurt,A,A
BL,12/02/2021,19:30,Noche,RB Leipzig,Augsburg,H,H
BL,13/02/2021,14:30,Tarde,Dortmund,Hoffenheim,D,D
BL,13/02/2021,14:30,Tarde,Leverkusen,Mainz,D,H
BL,13/02/2021,14:30,Tarde,Stuttgart,Hertha,D,H
BL,13/02/2021,14:30,Tarde,Werder Bremen,Freiburg,D,D
BL,13/02/2021,17:30,Tarde,Union Berlin,Schalke 04,D,D
BL,14/02/2021,14:30,Tarde,Ein Frankfurt,FC Koln,H,D
BL,14/02/2021,17:00,Tarde,Wolfsburg,M'gladbach,D,D
BL,15/02/2021,19:30,Noche,Bayern Munich,Bielefeld,D,A
BL,19/02/2021,19:30,Noche,Bielefeld,Wolfsburg,A,A
BL,20/02/2021,14:30,Tarde,Ein Frankfurt,Bayern Munich,H,H
BL,20/02/2021,14:30,Tarde,FC Koln,Stuttgart,A,D
BL,20/02/2021,14:30,Tarde,Freiburg,Union Berlin,A,D
BL,20/02/2021,14:30,Tarde,M'gladbach,Mainz,A,D
BL,20/02/2021,17:30,Tarde,Schalke 04,Dortmund,A,A
BL,21/02/2021,12:30,Mañana,Augsburg,Leverkusen,D,H
BL,21/02/2021,14:30,Tarde,Hertha,RB Leipzig,A,A
BL,21/02/2021,17:00,Tarde,Hoffenheim,Werder Bremen,H,H
BL,26/02/2021,19:30,Noche,Werder Bremen,Ein Frankfurt,H,A
BL,27/02/2021,14:30,Tarde,Bayern Munich,FC Koln,H,H
BL,27/02/2021,14:30,Tarde,Dortmund,Bielefeld,H,D
BL,27/02/2021,14:30,Tarde,Stuttgart,Schalke 04,H,H
BL,27/02/2021,14:30,Tarde,Wolfsburg,Hertha,H,H
BL,27/02/2021,17:30,Tarde,RB Leipzig,M'gladbach,H,A
BL,28/02/2021,12:30,Mañana,Union Berlin,Hoffenheim,D,D
BL,28/02/2021,14:30,Tarde,Mainz,Augsburg,A,A
BL,28/02/2021,17:00,Tarde,Leverkusen,Freiburg,A,D
BL,05/03/2021,19:30,Noche,Schalke 04,Mainz,D,D
BL,06/03/2021,14:30,Tarde,Ein Frankfurt,Stuttgart,D,D
BL,06/03/2021,14:30,Tarde,Freiburg,RB Leipzig,A,A
BL,06/03/2021,14:30,Tarde,Hertha,Augsburg,H,A
BL,06/03/2021,14:30,Tarde,Hoffenheim,Wolfsburg,H,H
BL,06/03/2021,14:30,Tarde,M'gladbach,Leverkusen,A,D
BL,06/03/2021,17:30,Tarde,Bayern Munich,Dortmund,H,D
BL,07/03/2021,14:30,Tarde,FC Koln,Werder Bremen,D,D
BL,07/03/2021,17:00,Tarde,Bielefeld,Union Berlin,D,D
BL,10/03/2021,17:30,Tarde,Bielefeld,Werder Bremen,A,D
BL,12/03/2021,19:30,Noche,Augsburg,M'gladbach,H,D
BL,13/03/2021,14:30,Tarde,Mainz,Freiburg,H,D
BL,13/03/2021,14:30,Tarde,Union Berlin,FC Koln,H,A
BL,13/03/2021,14:30,Tarde,Werder Bremen,Bayern Munich,A,A
BL,13/03/2021,14:30,Tarde,Wolfsburg,Schalke 04,H,H
BL,13/03/2021,17:30,Tarde,Dortmund,Hertha,H,D
BL,14/03/2021,12:30,Mañana,Leverkusen,Bielefeld,A,A
BL,14/03/2021,14:30,Tarde,RB Leipzig,Ein Frankfurt,D,D
BL,14/03/2021,17:00,Tarde,Stuttgart,Hoffenheim,H,H
BL,19/03/2021,19:30,Noche,Bielefeld,RB Leipzig,A,D
BL,20/03/2021,14:30,Tarde,Bayern Munich,Stuttgart,H,H
BL,20/03/2021,14:30,Tarde,Ein Frankfurt,Union Berlin,H,H
BL,20/03/2021,14:30,Tarde,FC Koln,Dortmund,D,D
BL,20/03/2021,14:30,Tarde,Werder Bremen,Wolfsburg,A,A
BL,20/03/2021,17:30,Tarde,Schalke 04,M'gladbach,A,A
BL,21/03/2021,12:30,Mañana,Hoffenheim,Mainz,A,A
BL,21/03/2021,14:30,Tarde,Hertha,Leverkusen,H,H
BL,21/03/2021,17:00,Tarde,Freiburg,Augsburg,H,D
BL,03/04/2021,14:30,Tarde,Augsburg,Hoffenheim,H,H
BL,03/04/2021,14:30,Tarde,Dortmund,Ein Frankfurt,A,D
BL,03/04/2021,14:30,Tarde,Leverkusen,Schalke 04,H,H
BL,03/04/2021,14:30,Tarde,Mainz,Bielefeld,D,D
BL,03/04/2021,14:30,Tarde,Wolfsburg,FC Koln,H,D
BL,03/04/2021,17:30,Tarde,RB Leipzig,Bayern Munich,A,A
BL,03/04/2021,19:30,Noche,M'gladbach,Freiburg,H,A
BL,04/04/2021,14:30,Tarde,Stuttgart,Werder Bremen,H,D
BL,04/04/2021,17:00,Tarde,Union Berlin,Hertha,D,D
BL,09/04/2021,19:30,Noche,Bielefeld,Freiburg,H,D
BL,10/04/2021,14:30,Tarde,Bayern Munich,Union Berlin,D,D
BL,10/04/2021,14:30,Tarde,Ein Frankfurt,Wolfsburg,H,H
BL,10/04/2021,14:30,Tarde,Hertha,M'gladbach,D,A
BL,10/04/2021,14:30,Tarde,Werder Bremen,RB Leipzig,A,A
BL,10/04/2021,17:30,Tarde,Stuttgart,Dortmund,A,H
BL,11/04/2021,14:30,Tarde,Schalke 04,Augsburg,H,H
BL,11/04/2021,17:00,Tarde,FC Koln,Mainz,A,D
BL,12/04/2021,19:30,Noche,Hoffenheim,Leverkusen,D,D
BL,16/04/2021,19:30,Noche,RB Leipzig,Hoffenheim,D,D
BL,17/04/2021,14:30,Tarde,Augsburg,Bielefeld,D,D
BL,17/04/2021,14:30,Tarde,Freiburg,Schalke 04,H,H
BL,17/04/2021,14:30,Tarde,M'gladbach,Ein Frankfurt,H,H
BL,17/04/2021,14:30,Tarde,Union Berlin,Stuttgart,H,H
BL,17/04/2021,14:30,Tarde,Wolfsburg,Bayern Munich,A,A
BL,17/04/2021,17:30,Tarde,Leverkusen,FC Koln,H,H
BL,18/04/2021,14:30,Tarde,Dortmund,Werder Bremen,H,H
BL,20/04/2021,17:30,Tarde,FC Koln,RB Leipzig,H,D
BL,20/04/2021,19:30,Noche,Bayern Munich,Leverkusen,H,H
BL,20/04/2021,19:30,Noche,Bielefeld,Schalke 04,H,D
BL,20/04/2021,19:30,Noche,Ein Frankfurt,Augsburg,H,H
BL,21/04/2021,19:30,Noche,Dortmund,Union Berlin,H,H
BL,21/04/2021,19:30,Noche,Hoffenheim,M'gladbach,H,A
BL,21/04/2021,19:30,Noche,Stuttgart,Wolfsburg,A,A
BL,21/04/2021,19:30,Noche,Werder Bremen,Mainz,A,A
BL,23/04/2021,19:30,Noche,Augsburg,FC Koln,A,A
BL,24/04/2021,14:30,Tarde,Freiburg,Hoffenheim,D,A
BL,24/04/2021,14:30,Tarde,Mainz,Bayern Munich,H,H
BL,24/04/2021,14:30,Tarde,Union Berlin,Werder Bremen,H,D
BL,24/04/2021,14:30,Tarde,Wolfsburg,Dortmund,A,A
BL,24/04/2021,17:30,Tarde,Leverkusen,Ein Frankfurt,H,D
BL,25/04/2021,14:30,Tarde,RB Leipzig,Stuttgart,H,D
BL,25/04/2021,17:00,Tarde,M'gladbach,Bielefeld,H,H
BL,03/05/2021,17:00,Tarde,Mainz,Hertha,D,D
BL,06/05/2021,17:30,Tarde,Hertha,Freiburg,H,H
BL,07/05/2021,19:30,Noche,Stuttgart,Augsburg,H,H
BL,08/05/2021,14:30,Tarde,Dortmund,RB Leipzig,H,H
BL,08/05/2021,14:30,Tarde,Hoffenheim,Schalke 04,H,A
BL,08/05/2021,14:30,Tarde,Werder Bremen,Leverkusen,D,D
BL,08/05/2021,14:30,Tarde,Wolfsburg,Union Berlin,H,H
BL,08/05/2021,17:30,Tarde,Bayern Munich,M'gladbach,H,H
BL,09/05/2021,12:30,Mañana,FC Koln,Freiburg,A,A
BL,09/05/2021,14:30,Tarde,Ein Frankfurt,Mainz,D,A
BL,09/05/2021,17:00,Tarde,Hertha,Bielefeld,D,D
BL,12/05/2021,17:00,Tarde,Schalke 04,Hertha,A,D
BL,15/05/2021,14:30,Tarde,Augsburg,Werder Bremen,H,D
BL,15/05/2021,14:30,Tarde,Bielefeld,Hoffenheim,D,D
BL,15/05/2021,14:30,Tarde,Freiburg,Bayern Munich,D,D
BL,15/05/2021,14:30,Tarde,Hertha,FC Koln,D,D
BL,15/05/2021,14:30,Tarde,Leverkusen,Union Berlin,D,H
BL,15/05/2021,14:30,Tarde,M'gladbach,Stuttgart,A,H
BL,15/05/2021,14:30,Tarde,Schalke 04,Ein Frankfurt,H,D
BL,16/05/2021,17:00,Tarde,Mainz,Dortmund,A,A
BL,16/05/2021,19:30,Noche,RB Leipzig,Wolfsburg,D,A
BL,22/05/2021,14:30,Tarde,Bayern Munich,Augsburg,H,H
BL,22/05/2021,14:30,Tarde,Dortmund,Leverkusen,H,H
BL,22/05/2021,14:30,Tarde,Ein Frankfurt,Freiburg,H,D
BL,22/05/2021,14:30,Tarde,FC Koln,Schalke 04,H,D
BL,22/05/2021,14:30,Tarde,Hoffenheim,Hertha,H,A
BL,22/05/2021,14:30,Tarde,Stuttgart,Bielefeld,A,D
BL,22/05/2021,14:30,Tarde,Union Berlin,RB Leipzig,H,D
BL,22/05/2021,14:30,Tarde,Werder Bremen,M'gladbach,A,A
BL,22/05/2021,14:30,Tarde,Wolfsburg,Mainz,A,A
BL,16/08/2019,19:30,Noche,Bayern Munich,Hertha,D,A
BL,17/08/2019,14:30,Tarde,Dortmund,Augsburg,H,D
BL,17/08/2019,14:30,Tarde,Freiburg,Mainz,H,D
BL,17/08/2019,14:30,Tarde,Leverkusen,Paderborn,H,D
BL,17/08/2019,14:30,Tarde,Werder Bremen,Fortuna Dusseldorf,A,A
BL,17/08/2019,14:30,Tarde,Wolfsburg,FC Koln,H,H
BL,17/08/2019,17:30,Tarde,M'gladbach,Schalke 04,D,D
BL,18/08/2019,14:30,Tarde,Ein Frankfurt,Hoffenheim,H,H
BL,18/08/2019,17:00,Tarde,Union Berlin,RB Leipzig,A,A
BL,23/08/2019,19:30,Noche,FC Koln,Dortmund,A,H
BL,24/08/2019,14:30,Tarde,Augsburg,Union Berlin,D,D
BL,24/08/2019,14:30,Tarde,Fortuna Dusseldorf,Leverkusen,A,A
BL,24/08/2019,14:30,Tarde,Hoffenheim,Werder Bremen,H,A
BL,24/08/2019,14:30,Tarde,Mainz,M'gladbach,A,D
BL,24/08/2019,14:30,Tarde,Paderborn,Freiburg,A,A
BL,24/08/2019,17:30,Tarde,Schalke 04,Bayern Munich,A,A
BL,25/08/2019,14:30,Tarde,RB Leipzig,Ein Frankfurt,H,H
BL,25/08/2019,17:00,Tarde,Hertha,Wolfsburg,A,A
BL,30/08/2019,19:30,Noche,M'gladbach,RB Leipzig,A,A
BL,31/08/2019,14:30,Tarde,Bayern Munich,Mainz,H,H
BL,31/08/2019,14:30,Tarde,Freiburg,FC Koln,A,H
BL,31/08/2019,14:30,Tarde,Leverkusen,Hoffenheim,D,D
BL,31/08/2019,14:30,Tarde,Schalke 04,Hertha,H,H
BL,31/08/2019,14:30,Tarde,Wolfsburg,Paderborn,D,A
BL,31/08/2019,17:30,Tarde,Union Berlin,Dortmund,H,D
BL,01/09/2019,14:30,Tarde,Werder Bremen,Augsburg,H,H
BL,01/09/2019,17:00,Tarde,Ein Frankfurt,Fortuna Dusseldorf,H,A
BL,13/09/2019,19:30,Noche,Fortuna Dusseldorf,Wolfsburg,D,D
BL,14/09/2019,14:30,Tarde,Augsburg,Ein Frankfurt,H,H
BL,14/09/2019,14:30,Tarde,Dortmund,Leverkusen,H,H
BL,14/09/2019,14:30,Tarde,FC Koln,M'gladbach,A,A
BL,14/09/2019,14:30,Tarde,Mainz,Hertha,H,H
BL,14/09/2019,14:30,Tarde,Union Berlin,Werder Bremen,A,D
BL,14/09/2019,17:30,Tarde,RB Leipzig,Bayern Munich,D,D
BL,15/09/2019,14:30,Tarde,Hoffenheim,Freiburg,A,A
BL,15/09/2019,17:00,Tarde,Paderborn,Schalke 04,A,D
BL,20/09/2019,19:30,Noche,Schalke 04,Mainz,H,H
BL,21/09/2019,14:30,Tarde,Bayern Munich,FC Koln,H,H
BL,21/09/2019,14:30,Tarde,Freiburg,Augsburg,D,D
BL,21/09/2019,14:30,Tarde,Hertha,Paderborn,H,H
BL,21/09/2019,14:30,Tarde,Leverkusen,Union Berlin,H,H
BL,21/09/2019,17:30,Tarde,Werder Bremen,RB Leipzig,A,A
BL,22/09/2019,14:30,Tarde,M'gladbach,Fortuna Dusseldorf,H,A
BL,22/09/2019,17:00,Tarde,Ein Frankfurt,Dortmund,D,D
BL,23/09/2019,19:30,Noche,Wolfsburg,Hoffenheim,D,D
BL,27/09/2019,19:30,Noche,Union Berlin,Ein Frankfurt,A,D
BL,28/09/2019,14:30,Tarde,Augsburg,Leverkusen,A,A
BL,28/09/2019,14:30,Tarde,Hoffenheim,M'gladbach,A,A
BL,28/09/2019,14:30,Tarde,Mainz,Wolfsburg,A,A
BL,28/09/2019,14:30,Tarde,Paderborn,Bayern Munich,A,A
BL,28/09/2019,14:30,Tarde,RB Leipzig,Schalke 04,A,A
BL,28/09/2019,17:30,Tarde,Dortmund,Werder Bremen,D,H
BL,29/09/2019,14:30,Tarde,Fortuna Dusseldorf,Freiburg,A,D
BL,29/09/2019,17:00,Tarde,FC Koln,Hertha,A,A
BL,04/10/2019,19:30,Noche,Hertha,Fortuna Dusseldorf,H,H
BL,05/10/2019,14:30,Tarde,Bayern Munich,Hoffenheim,A,D
BL,05/10/2019,14:30,Tarde,Freiburg,Dortmund,D,A
BL,05/10/2019,14:30,Tarde,Leverkusen,RB Leipzig,D,D
BL,05/10/2019,14:30,Tarde,Paderborn,Mainz,A,A
BL,05/10/2019,17:30,Tarde,Schalke 04,FC Koln,D,D
